id,first_name,last_name,State,Product,NRx_Month_1,NRx_Month_2,NRx_Month_3,NRx_Month_4,NRx_Month_5,NRx_Month_6,TRx_Month_1,TRx_Month_2,TRx_Month_3,TRx_Month_4,TRx_Month_5,TRx_Month_6
569,Issy,Olufsen,New York,Zap-a-Pain,5,7,8,7,5,11,94,174,91,199,157,6
570,Freida,Elmhirst,Alaska,Zap-a-Pain,0,3,5,10,3,12,42,64,66,47,14,37
571,Odey,McChesney,Minnesota,Zap-a-Pain,17,6,17,9,3,14,139,188,70,132,191,92
572,Violette,Drinnan,Oklahoma,Zap-a-Pain,9,7,0,0,5,2,140,196,52,49,175,23
573,Joline,Gooda,California,Zap-a-Pain,2,16,11,10,15,3,16,198,55,134,51,199
574,Vanda,Brastead,Ohio,Zap-a-Pain,2,6,13,1,10,20,172,191,173,69,114,151
575,Hasheem,Cubbino,California,Zap-a-Pain,8,13,16,3,17,0,141,156,124,167,177,39
576,Kathie,Longshaw,Ohio,Zap-a-Pain,9,15,10,10,3,9,36,107,120,146,80,111
577,Winnah,Bridal,District of Columbia,Zap-a-Pain,14,4,12,19,18,17,124,31,134,129,159,139
578,Lona,Ferschke,District of Columbia,Zap-a-Pain,7,1,18,12,5,12,30,25,193,160,153,130
579,Lyndsie,Doale,Michigan,Zap-a-Pain,5,13,19,20,1,5,16,110,93,12,192,122
580,Isiahi,Dowd,Tennessee,Zap-a-Pain,6,4,8,0,0,1,125,46,162,175,64,7
581,Sherm,Selcraig,Connecticut,Zap-a-Pain,0,3,18,0,14,2,187,139,143,138,56,144
582,Meta,Laviste,Kansas,Zap-a-Pain,9,14,10,11,1,1,12,112,142,12,125,57
583,Gabriella,Bister,Michigan,Zap-a-Pain,14,20,6,8,13,4,163,185,160,19,64,74
584,Anthony,Lewerenz,Washington,Zap-a-Pain,16,7,19,15,10,18,21,131,190,56,36,0
585,Ferrell,Pendrid,Alabama,Zap-a-Pain,2,13,11,11,11,18,107,85,57,15,148,154
586,Ram,Dri,Missouri,Zap-a-Pain,18,4,20,8,7,7,187,21,175,21,71,9
587,Alan,Lambshine,Arizona,Zap-a-Pain,6,8,1,12,15,0,143,142,89,133,142,10
588,Ebony,Goford,Texas,Zap-a-Pain,14,1,6,4,16,16,22,51,122,105,143,0
589,Duky,Oakley,Oregon,Zap-a-Pain,13,2,9,5,9,13,44,134,116,77,147,192
590,Patti,Antoniak,Pennsylvania,Zap-a-Pain,7,10,13,14,0,16,42,79,121,199,50,135
591,Carling,Alloisi,Virginia,Zap-a-Pain,7,16,2,14,17,8,139,136,75,85,22,20
592,Grantley,Churchouse,Kansas,Zap-a-Pain,15,5,5,0,9,3,142,143,26,69,77,182
593,Alicia,Pyrah,Georgia,Zap-a-Pain,10,4,17,7,3,12,175,153,159,114,149,193
594,Mair,Mintoft,Missouri,Zap-a-Pain,13,8,2,8,14,16,90,130,114,41,122,172
595,Ericka,Swarbrick,Tennessee,Zap-a-Pain,9,6,0,6,17,14,78,198,33,200,145,198
596,Rem,Wain,District of Columbia,Zap-a-Pain,17,10,0,20,2,1,113,112,180,140,32,48
597,Stevy,Simionescu,Texas,Zap-a-Pain,7,2,15,2,12,8,96,158,177,46,56,152
598,Josias,Devenny,California,Zap-a-Pain,8,19,12,4,15,15,113,34,166,129,31,48
599,Donavon,Raye,Alaska,Zap-a-Pain,2,1,20,14,4,19,36,191,47,62,63,60
600,Molli,Menpes,Nevada,Zap-a-Pain,15,12,20,17,3,11,116,23,193,198,18,89
601,Lane,Bampkin,California,Zap-a-Pain,10,5,14,10,20,20,15,112,136,160,53,34
602,Alisa,Giottini,Arizona,Zap-a-Pain,11,17,2,6,18,13,69,45,116,67,105,171
603,Gordy,Waggitt,Delaware,Zap-a-Pain,8,16,14,2,9,12,136,96,94,31,83,193
604,Lombard,Hardi,Connecticut,Zap-a-Pain,0,9,17,12,12,7,164,174,63,128,47,125
605,Silvia,Peres,Nevada,Zap-a-Pain,2,13,10,0,20,12,178,38,105,92,50,129
606,Rivy,Paulillo,Oklahoma,Zap-a-Pain,6,6,8,2,0,16,156,2,140,153,149,183
607,Gusta,Alesin,Indiana,Zap-a-Pain,0,15,15,14,18,2,197,61,109,98,198,140
608,Darlene,Easun,Texas,Zap-a-Pain,2,12,19,9,15,20,27,199,187,85,153,16
609,Silvio,Riepel,Tennessee,Zap-a-Pain,11,14,11,4,5,2,32,185,56,107,159,187
610,Althea,Slobom,Missouri,Zap-a-Pain,16,14,15,20,10,3,59,73,67,82,29,46
611,Murdock,Polden,Texas,Zap-a-Pain,13,3,0,5,10,2,106,175,11,145,155,155
612,Granville,Lydford,North Carolina,Zap-a-Pain,15,19,3,17,5,0,63,35,142,154,132,43
613,Shurwood,Nanuccioi,Florida,Zap-a-Pain,11,14,11,4,18,13,78,128,122,32,2,161
614,Caz,Bloodworthe,North Carolina,Zap-a-Pain,9,9,19,18,4,0,110,159,182,20,143,166
615,Hermon,Raynor,Minnesota,Zap-a-Pain,4,7,19,4,4,1,45,6,46,162,139,88
616,Faydra,Campo,California,Zap-a-Pain,19,3,18,5,6,0,152,163,120,57,64,1
617,Paolina,Segoe,District of Columbia,Zap-a-Pain,16,9,0,20,4,13,33,47,108,85,107,163
618,Alisha,Gonsalvez,Ohio,Zap-a-Pain,17,5,9,19,20,1,7,45,53,200,4,171
619,Brandy,Gervaise,Pennsylvania,Zap-a-Pain,0,6,5,19,14,10,7,171,21,122,81,186
620,Bil,Perulli,Florida,Zap-a-Pain,11,3,10,6,4,8,166,86,119,191,130,128
621,Fredra,Ugolotti,Maryland,Zap-a-Pain,5,3,11,5,9,19,111,163,82,28,139,156
622,Worthington,Geoghegan,Indiana,Zap-a-Pain,18,14,9,10,18,7,59,34,10,163,191,168
623,Tremain,Solomon,North Carolina,Zap-a-Pain,14,16,1,20,13,20,200,194,13,137,63,138
624,Say,Calvey,Georgia,Zap-a-Pain,4,15,15,6,4,16,153,90,170,91,157,160
625,Tiertza,Wolvey,Michigan,Zap-a-Pain,8,10,6,7,4,17,127,0,8,37,97,131
626,Dewie,Rathjen,California,Zap-a-Pain,15,10,3,4,4,17,50,58,34,152,158,39
627,Con,Habershon,Missouri,Zap-a-Pain,17,0,2,20,17,20,22,158,176,82,152,90
628,Ignace,Morby,Georgia,Zap-a-Pain,20,20,17,11,9,17,51,84,32,159,38,174
629,Ozzie,Gaskal,New York,Zap-a-Pain,14,15,3,19,10,5,140,104,198,132,113,51
630,Elka,Tupper,Texas,Zap-a-Pain,16,15,6,20,10,15,123,34,41,45,180,191
631,Aggy,Richley,New York,Zap-a-Pain,13,8,6,1,5,16,74,29,169,164,12,131
632,Eugenius,Vanyatin,Florida,Zap-a-Pain,11,0,12,11,11,15,135,33,164,22,4,127
633,Barnie,Averill,South Dakota,Zap-a-Pain,18,19,0,19,4,13,27,141,178,175,5,145
634,Doreen,Birdall,California,Zap-a-Pain,13,13,16,2,15,14,65,65,74,65,37,108
635,Raffaello,Kennsley,Arkansas,Zap-a-Pain,7,0,9,1,20,19,38,65,192,176,128,146
636,Kat,Oxford,Missouri,Zap-a-Pain,13,13,18,16,17,3,37,183,182,183,130,122
637,Carolan,Greave,Ohio,Zap-a-Pain,14,4,1,0,20,20,54,37,63,149,53,166
638,Merle,Woolmington,California,Zap-a-Pain,7,16,14,2,14,3,140,200,119,192,17,13
639,Annmarie,McKinty,California,Zap-a-Pain,9,12,20,19,17,2,56,24,193,48,74,1
640,Broddy,Robun,District of Columbia,Zap-a-Pain,10,0,6,18,7,0,1,5,100,101,13,4
641,Hazel,Neesam,Kentucky,Zap-a-Pain,6,16,18,9,10,16,29,98,2,33,130,65
642,Renelle,Galfour,Texas,Zap-a-Pain,0,15,13,11,11,14,20,169,179,78,188,161
643,Randolf,Fenemore,Florida,Zap-a-Pain,14,18,5,7,13,11,79,13,177,17,27,98
644,Neill,Fulks,Texas,Zap-a-Pain,2,6,11,0,7,20,141,26,171,140,82,73
645,Korella,Whitten,Missouri,Zap-a-Pain,8,3,17,6,8,20,7,178,23,91,196,123
646,Lorrin,Battlestone,Louisiana,Zap-a-Pain,3,6,6,10,20,16,120,170,111,15,189,27
647,Gwenny,Viner,Florida,Zap-a-Pain,0,19,15,20,3,15,115,176,200,80,81,178
648,Ruby,Rasmus,Texas,Zap-a-Pain,2,1,17,4,9,17,27,100,67,193,184,178
649,Donia,Henworth,Pennsylvania,Zap-a-Pain,9,3,18,14,1,10,56,31,104,69,178,167
650,Lucita,Bazelle,California,Zap-a-Pain,1,0,12,11,1,1,86,76,7,195,138,101
651,Nico,Stirman,Florida,Zap-a-Pain,10,14,7,15,0,1,173,136,111,2,166,159
652,Kirbee,Shadrach,Louisiana,Zap-a-Pain,0,15,2,11,4,15,5,138,158,123,167,139
653,Fiann,Bockman,Florida,Zap-a-Pain,13,18,1,4,10,14,174,84,104,60,167,198
654,Kath,Jesteco,California,Zap-a-Pain,0,14,7,17,4,0,130,169,113,157,152,146
655,Alexandrina,Biesty,Pennsylvania,Zap-a-Pain,19,11,7,5,8,20,3,136,133,199,198,54
656,Nerita,Petrolli,Missouri,Zap-a-Pain,14,17,8,15,5,1,36,112,142,30,108,72
657,Spense,Scudamore,Tennessee,Zap-a-Pain,0,6,17,7,13,17,119,16,189,131,197,85
658,Jeri,Sowood,Massachusetts,Zap-a-Pain,10,5,19,10,7,15,33,58,22,118,152,88
659,Wiatt,Goodding,New York,Zap-a-Pain,19,13,17,14,16,15,191,142,67,71,134,20
660,Starla,Baldetti,Nebraska,Zap-a-Pain,8,19,5,7,9,9,158,176,60,182,152,10
661,Chickie,Livings,Utah,Zap-a-Pain,18,0,7,1,17,14,68,8,141,128,173,160
662,Vinita,Itzhayek,New York,Zap-a-Pain,19,2,17,13,1,18,150,187,136,84,47,18
663,Zedekiah,Soulsby,Florida,Zap-a-Pain,17,17,11,6,16,16,100,144,105,26,121,171
664,Jilli,Macrow,Virginia,Zap-a-Pain,14,5,11,12,11,8,170,174,172,65,169,143
665,Kristine,Garett,Florida,Zap-a-Pain,1,3,3,4,16,8,10,28,192,158,21,23
666,Quintina,Bleacher,Nevada,Zap-a-Pain,5,8,3,15,19,8,159,140,17,119,67,44
667,Wally,Noteyoung,Tennessee,Zap-a-Pain,9,15,14,6,19,16,62,115,65,179,41,135
668,Andrew,Kepe,California,Zap-a-Pain,3,9,15,18,16,8,38,174,15,4,108,35
669,Simone,Gronw,Tennessee,Zap-a-Pain,11,18,13,10,20,0,161,130,58,83,39,16
670,Riannon,Bastick,South Dakota,Zap-a-Pain,10,17,16,20,16,15,169,105,67,107,45,97
671,Tiertza,Delyth,Michigan,Zap-a-Pain,9,14,14,14,3,6,77,77,25,22,82,39
672,Sheridan,Blick,Texas,Zap-a-Pain,12,4,12,7,11,2,57,107,45,70,109,161
673,Ediva,Pudsall,Illinois,Zap-a-Pain,15,1,1,17,3,8,152,160,26,70,31,26
674,Jacqui,Mayston,Ohio,Zap-a-Pain,9,17,3,0,11,12,111,82,166,152,155,153
675,Barbabas,Greir,Pennsylvania,Zap-a-Pain,0,4,20,19,8,20,157,0,186,55,74,13
676,Berk,Lounds,Missouri,Zap-a-Pain,5,18,3,16,0,7,134,150,189,138,132,167
677,Catlin,McGauhy,California,Zap-a-Pain,16,7,3,20,20,20,19,73,164,102,79,58
678,Lauren,Spolton,Ohio,Zap-a-Pain,5,5,1,18,7,2,161,10,70,146,46,132
679,Muhammad,Abbots,California,Zap-a-Pain,5,1,15,12,14,1,96,131,198,64,57,65
680,Skyler,Crofthwaite,California,Zap-a-Pain,17,15,5,2,11,13,76,38,129,21,103,164
681,Dun,Spain,Pennsylvania,Zap-a-Pain,12,18,17,0,1,8,176,27,151,134,44,179
682,Dayna,Tomsu,New York,Zap-a-Pain,10,7,6,18,7,13,11,92,37,164,50,7
683,Abby,Dinwoodie,California,Zap-a-Pain,14,19,13,6,18,11,141,131,170,168,177,37
684,Theodore,Reiglar,Delaware,Zap-a-Pain,8,2,14,19,20,3,41,60,146,103,156,144
685,Jonathan,Eddowes,Missouri,Zap-a-Pain,2,16,8,10,12,14,152,121,21,83,90,77
686,Billi,Parlott,Kansas,Zap-a-Pain,19,20,15,13,18,7,110,134,112,91,194,40
687,Loni,Dominici,California,Zap-a-Pain,17,3,14,3,9,18,196,34,17,197,174,62
688,Gerek,Ladds,Florida,Zap-a-Pain,3,1,17,14,13,7,144,12,28,71,199,23
689,Melvin,Dumelow,Virginia,Zap-a-Pain,4,18,13,20,20,10,189,83,168,137,189,57
690,Sabina,Rubinovitsch,New York,Zap-a-Pain,4,1,15,20,12,19,13,66,74,23,82,55
691,Gamaliel,Jehu,Colorado,Zap-a-Pain,15,12,0,14,10,19,88,99,45,98,29,184
692,Julianna,Libero,Connecticut,Zap-a-Pain,14,12,9,5,13,6,139,74,178,115,61,27
693,Rafaela,Warfield,Alabama,Zap-a-Pain,20,1,19,4,5,18,116,168,183,170,72,27
694,Callean,Rennels,Washington,Zap-a-Pain,12,3,17,16,0,2,78,142,68,65,110,50
695,Petronille,Walding,Pennsylvania,Zap-a-Pain,18,15,3,6,7,3,3,72,121,164,5,65
696,Shanon,Le Grand,District of Columbia,Zap-a-Pain,10,4,14,10,19,0,183,136,70,7,177,182
697,Mehetabel,Dugue,Washington,Zap-a-Pain,10,9,9,17,20,11,193,166,9,43,113,31
698,Etta,Pfeffer,Florida,Zap-a-Pain,12,8,13,2,11,20,146,81,63,180,9,88
699,Perl,Lydon,Florida,Zap-a-Pain,13,17,9,17,7,16,115,130,131,70,100,173
700,Prent,Hulson,California,Nasalclear,17,10,1,19,4,10,81,64,198,133,117,116
701,Averil,Rixon,Ohio,Nasalclear,11,20,5,2,7,4,116,50,0,187,48,69
702,Price,Ramsted,Texas,Nasalclear,10,13,0,16,5,5,44,159,79,48,14,178
703,Talyah,Topley,Illinois,Nasalclear,13,17,1,7,14,14,93,118,61,56,42,94
704,Camey,Holdforth,Florida,Nasalclear,10,5,17,13,15,14,192,23,109,2,50,198
705,Robbyn,Dalloway,Indiana,Nasalclear,11,13,10,1,19,0,103,121,146,89,118,30
706,Yulma,Hawtrey,Ohio,Nasalclear,0,7,12,14,14,19,45,62,38,174,52,197
707,Kaja,Rosindill,New York,Nasalclear,1,8,15,7,10,6,157,84,47,45,167,131
708,Milty,Basillon,Texas,Nasalclear,9,17,17,3,0,4,5,70,178,139,194,156
709,Berton,Otson,California,Nasalclear,3,11,1,1,16,5,163,33,60,170,114,163
710,Sunny,MacGillespie,Mississippi,Nasalclear,0,19,11,20,3,19,185,159,113,90,141,153
711,Ramsey,Flatte,West Virginia,Nasalclear,3,15,7,8,13,1,51,114,107,75,189,129
712,Lorrie,Dutnell,District of Columbia,Nasalclear,0,6,1,0,2,16,159,93,95,139,86,133
713,Dion,Portinari,Connecticut,Nasalclear,5,19,20,12,5,17,97,148,175,176,193,32
714,Camala,Yurkin,New York,Nasalclear,17,12,3,9,17,11,139,2,41,91,30,146
715,Morley,Pickin,Illinois,Nasalclear,13,17,4,14,3,0,124,126,51,7,19,72
716,Jonas,Shooter,Kansas,Nasalclear,5,5,6,17,16,13,155,153,126,178,15,16
717,Mort,Rumble,North Carolina,Nasalclear,12,15,13,11,4,15,45,156,6,45,110,91
718,Pepita,Guyan,Texas,Nasalclear,18,4,9,7,7,8,171,133,185,14,48,47
719,Markos,Ecclesall,Kentucky,Nasalclear,2,6,15,17,5,14,89,195,123,62,199,97
720,Frasier,Growden,Texas,Nasalclear,8,20,6,2,15,0,166,190,115,121,40,125
721,Melvin,Tidder,South Dakota,Nasalclear,8,15,3,10,3,13,141,149,188,194,121,36
722,Pattin,Eric,Kentucky,Nasalclear,14,2,15,19,2,2,13,176,42,194,196,182
723,Viola,Whitcher,Florida,Nasalclear,6,10,9,12,19,9,149,52,143,76,123,91
724,Samaria,Halburton,New York,Nasalclear,15,10,0,0,15,19,50,184,126,142,180,163
725,Lucia,Posse,Missouri,Nasalclear,18,17,14,15,7,11,35,73,62,131,62,160
726,Aarika,Du Hamel,Connecticut,Nasalclear,12,2,5,4,18,17,117,181,131,36,43,198
727,Allen,Barde,California,Nasalclear,13,12,13,0,15,12,133,112,81,138,197,54
728,Arlina,Shanks,District of Columbia,Nasalclear,18,20,4,17,20,10,73,153,36,149,11,50
729,Basilio,Goodwyn,California,Nasalclear,19,3,1,17,6,7,180,158,159,54,118,188
730,Sherill,Flawith,North Carolina,Nasalclear,20,18,16,5,5,20,171,14,52,166,65,46
731,Dona,Pitrasso,Delaware,Nasalclear,3,10,5,14,2,8,79,53,111,189,23,138
732,Amelia,Chattoe,Florida,Nasalclear,17,6,17,9,7,10,185,192,28,172,159,7
733,Adah,Monckton,Louisiana,Nasalclear,14,7,0,9,4,2,31,178,113,96,137,87
734,Jana,Linklater,Maryland,Nasalclear,8,13,1,2,7,17,189,9,34,179,177,79
735,Mayne,Saffer,New York,Nasalclear,18,14,18,14,5,20,74,155,33,114,66,103
736,Wallas,Parnall,Texas,Nasalclear,17,14,14,5,12,11,141,160,165,66,106,67
737,Merwin,Brisco,Florida,Nasalclear,4,1,20,9,14,9,8,155,30,106,68,195
738,Neddie,Venmore,Colorado,Nasalclear,8,16,19,9,8,1,150,195,95,180,195,112
739,Ulric,Tayler,Oklahoma,Nasalclear,6,11,0,13,7,20,15,190,2,158,31,200
740,Carrie,Yukhnov,Connecticut,Nasalclear,14,0,5,7,11,4,88,2,34,39,46,140
741,Benjy,MacAndreis,Texas,Nasalclear,14,19,15,9,14,20,80,22,185,155,159,115
742,Gracie,Knappen,Iowa,Nasalclear,8,13,17,15,14,4,65,69,90,31,37,83
743,Liliane,Tweddell,Connecticut,Nasalclear,18,4,16,10,4,16,159,187,9,88,172,1
744,Vita,Stuckley,Nevada,Nasalclear,14,16,17,12,6,18,111,40,181,12,152,199
745,Culver,Loggie,Pennsylvania,Nasalclear,12,10,8,11,20,17,199,15,54,33,10,117
746,Upton,Ballsdon,Texas,Nasalclear,11,18,8,10,0,4,25,175,152,165,13,121
747,Jessalin,Yewen,Arkansas,Nasalclear,12,14,6,8,7,5,167,121,183,127,36,22
748,Bettina,Wittleton,Arizona,Nasalclear,19,14,13,12,19,10,106,169,24,150,21,30
749,Pablo,Sambells,California,Nasalclear,4,2,19,16,14,10,198,101,133,39,78,100
750,Marlow,Wyson,District of Columbia,Nasalclear,16,6,0,1,20,2,79,146,55,87,104,97
751,Griffy,Plomer,Pennsylvania,Nasalclear,10,5,5,19,9,0,87,155,145,199,52,14
752,Wandis,Bulcroft,South Dakota,Nasalclear,20,5,14,17,8,8,177,3,154,187,48,89
753,Kirby,Sachno,Kansas,Nasalclear,5,6,9,2,8,7,79,184,64,127,73,55
754,Davidson,Galbreth,North Carolina,Nasalclear,18,0,5,10,4,19,190,160,156,165,187,27
755,Magdalen,Delea,Kansas,Nasalclear,5,6,2,20,16,2,164,48,85,178,113,84
756,Towney,Elfitt,New York,Nasalclear,19,5,12,18,4,20,180,141,8,51,191,148
757,Anatole,Bennoe,Virginia,Nasalclear,9,0,10,4,11,18,199,133,47,120,61,176
758,Karim,Thoresby,New Jersey,Nasalclear,20,6,13,1,7,15,15,78,149,0,92,139
759,Elna,Jina,Kansas,Nasalclear,4,15,7,17,18,7,142,167,105,4,150,132
760,Devina,Mollon,Connecticut,Nasalclear,3,14,11,18,16,2,58,184,11,119,90,49
761,Anetta,Lindman,Mississippi,Nasalclear,10,4,2,17,1,16,11,192,105,133,28,25
762,Barnabas,Crawshay,New York,Nasalclear,14,6,4,2,2,9,81,66,12,196,32,166
763,Abbi,Haldin,Alabama,Nasalclear,13,19,15,9,0,10,187,121,85,160,64,148
764,Bobette,Lowres,Virginia,Nasalclear,6,0,12,20,10,2,1,112,87,31,124,118
765,Shaine,Vasic,New York,Nasalclear,20,14,19,17,9,3,189,170,55,80,140,75
766,Charline,Boldecke,Florida,Nasalclear,8,14,17,20,14,0,15,66,43,126,60,104
767,Andreana,Hebbron,California,Nasalclear,10,11,17,2,12,8,103,79,168,18,131,46
768,Brade,Coad,Texas,Nasalclear,3,16,10,19,6,0,61,192,167,67,60,44
769,Noach,Durnan,Ohio,Nasalclear,11,9,13,6,6,20,29,5,36,161,132,19
770,Carol,Hanratty,Colorado,Nasalclear,13,5,1,0,12,16,131,158,156,62,64,116
771,Haroun,Tchir,District of Columbia,Nasalclear,12,15,7,12,4,0,84,158,179,106,138,55
772,Meir,Hailston,Florida,Nasalclear,12,18,0,15,14,10,14,18,171,118,169,145
773,Sherye,Chisnell,Texas,Nasalclear,4,20,13,15,1,4,200,175,54,173,109,74
774,Herby,Kempstone,Nevada,Nasalclear,1,4,13,16,19,1,50,86,149,4,161,2
775,Roseanna,Snel,Virginia,Nasalclear,6,1,9,7,1,0,140,97,83,73,64,51
776,Shermy,Tarbath,North Carolina,Nasalclear,18,15,10,4,19,11,157,37,105,120,146,23
777,Antony,Snoddy,Virginia,Nasalclear,12,16,13,2,17,14,47,27,54,95,115,146
778,Forester,Rubes,Florida,Nasalclear,4,12,4,6,20,19,83,173,53,152,56,37
779,Laura,Hunnicutt,Florida,Nasalclear,5,6,10,1,7,11,181,0,4,185,143,143
780,Feliks,Basden,Michigan,Nasalclear,11,4,13,10,17,18,188,1,139,134,107,174
781,Malvin,Baudinelli,Massachusetts,Nasalclear,4,18,3,6,1,2,192,55,179,107,131,185
782,Katrinka,Baine,North Carolina,Nasalclear,5,14,11,10,19,2,23,81,43,116,167,128
783,Rufe,Hoble,Arkansas,Nasalclear,4,11,11,19,2,7,153,3,85,158,180,59
784,Augustin,Delnevo,New York,Nasalclear,13,9,20,17,3,8,154,86,23,181,174,61
785,Doyle,Perford,Georgia,Nasalclear,18,4,12,4,15,3,89,90,4,10,122,36
786,Holly-anne,De Dantesie,Florida,Nasalclear,12,8,12,16,13,12,67,51,73,11,119,162
787,Hanan,Springthorpe,California,Nasalclear,13,4,4,18,7,5,192,61,31,120,54,190
788,Bethany,Derye-Barrett,District of Columbia,Nasalclear,5,11,1,20,18,7,134,197,84,50,17,166
789,Madalyn,Bellay,Ohio,Nasalclear,9,8,6,1,1,3,165,173,115,114,171,169
790,Eldridge,Haysham,Louisiana,Nasalclear,11,10,16,15,4,16,63,106,65,117,194,193
791,Jeffy,Kenealy,California,Nasalclear,13,15,4,3,3,10,195,60,14,112,181,4
792,Neill,Honnan,District of Columbia,Nasalclear,4,14,12,5,15,8,193,72,192,32,47,83
793,Bellina,Garred,Texas,Nasalclear,8,3,5,14,1,9,192,54,49,54,94,172
794,Morna,Farlam,California,Nasalclear,15,3,6,6,16,17,99,199,8,151,103,49
795,Courtnay,Ownsworth,New York,Nasalclear,10,9,19,14,1,5,91,62,177,166,163,23
796,Monroe,Okenden,Florida,Nasalclear,13,10,10,11,0,18,38,148,123,163,188,171
797,Noni,Knight,Louisiana,Nasalclear,20,13,2,4,10,12,190,181,95,17,162,99
798,Nicoli,Florentine,Iowa,Nasalclear,4,17,16,8,4,16,170,77,116,163,56,180
799,Jarrid,Drowsfield,California,Nasalclear,6,5,12,19,14,5,20,9,164,40,31,172
800,Del,Batrip,California,Nasalclear,11,1,14,8,6,14,22,136,167,36,188,97
801,Dario,Starte,Georgia,Nasalclear,18,3,20,6,9,8,197,87,50,32,116,5
802,Caprice,Seefeldt,Nebraska,Nasalclear,11,8,15,0,9,20,156,145,144,28,181,194
803,Claudia,de Leon,Arizona,Nasalclear,20,19,18,17,17,19,41,10,82,66,37,81
804,Robinette,Breakwell,Illinois,Nasalclear,11,11,8,10,12,15,55,159,157,84,177,92
805,Steffen,Cruickshanks,California,Nasalclear,1,15,19,17,10,11,47,198,83,133,156,98
806,Creigh,Dacombe,District of Columbia,Nasalclear,8,13,6,4,20,1,49,117,19,116,13,162
807,Jonas,Estick,Virginia,Nasalclear,17,4,14,1,2,19,189,174,125,127,168,74
808,Vladamir,Odger,Virginia,Nasalclear,14,19,7,14,17,18,143,111,73,119,134,101
809,Syman,Farquar,Indiana,Nasalclear,17,0,0,15,3,2,120,112,86,34,129,94
810,Shelly,Scurrah,Maryland,Nasalclear,9,16,11,15,17,20,22,166,54,38,136,169
811,Caleb,Del Dello,Texas,Nasalclear,4,19,4,15,12,9,59,177,121,30,9,87
812,Jonathon,Eve,New York,Nasalclear,12,3,1,4,11,5,184,4,24,90,108,65
813,Coletta,Pryor,Hawaii,Nasalclear,3,19,8,12,13,17,66,8,38,54,182,30
814,Olympie,Sarre,New York,Nasalclear,20,16,2,16,16,1,68,11,148,26,92,67
815,Cortney,O'Rudden,California,Nasalclear,1,13,3,2,14,12,55,41,44,178,50,50
816,Mickey,Luberti,Pennsylvania,Nasalclear,4,20,10,17,5,18,59,54,176,51,97,144
817,Berkley,Kilban,Texas,Nasalclear,15,1,19,5,17,2,78,121,10,145,74,73
818,Hadleigh,Oram,Alabama,Nasalclear,9,18,15,18,8,15,68,110,67,167,45,132
819,Mariya,Cholwell,Arizona,Nasalclear,18,12,2,18,0,11,60,82,53,155,89,65
820,Mandel,Dare,Texas,Nasalclear,5,20,19,11,16,14,81,195,3,104,83,12
821,Erika,Mabe,Oklahoma,Nasalclear,14,5,12,14,19,18,195,137,109,145,181,130
822,Essie,Dumbreck,Nevada,Nasalclear,8,12,15,6,11,10,194,196,90,69,104,190
823,Johnna,Franzke,Georgia,Nasalclear,20,15,19,10,5,14,154,76,121,147,188,134
824,Ardelia,Weinmann,Wisconsin,Nasalclear,9,1,16,9,5,8,118,30,68,180,154,106
825,Humfrid,McGarel,Indiana,Nasalclear,11,6,7,1,2,18,80,87,48,24,163,0
826,Elwira,Allitt,Ohio,Nasalclear,12,5,0,10,6,11,79,94,2,26,183,125
827,Evelin,Veljes,California,Nasalclear,11,20,6,10,5,10,168,20,165,63,130,49
828,Kendell,Gerholz,Virginia,Nasalclear,14,6,10,7,9,13,150,72,61,60,197,167
829,Meier,Bullimore,Illinois,Nasalclear,13,12,18,5,3,14,118,89,181,4,132,196
830,Kiel,Fishlee,District of Columbia,Nasalclear,1,5,11,16,4,15,8,28,97,156,18,7
831,Elinor,Graeme,Louisiana,Nasalclear,9,9,1,14,5,18,0,6,40,102,82,192
832,Aubree,Keeney,Michigan,Nasalclear,0,7,16,14,3,14,59,114,200,16,192,77
833,Lockwood,Salway,Florida,Nasalclear,3,0,17,19,4,13,15,85,11,119,61,7
834,Mill,Kilalea,California,Nasalclear,14,19,8,8,20,1,164,51,33,136,132,41
835,Madge,Denk,New York,Nova-itch,6,14,7,1,1,14,37,133,102,59,142,106
836,Garek,Cissen,Florida,Nova-itch,14,14,11,12,7,13,89,82,118,88,87,199
837,Trudi,O'Doherty,Illinois,Nova-itch,8,9,18,9,12,11,0,132,10,124,70,169
838,Pancho,Leask,Pennsylvania,Nova-itch,4,12,8,3,14,16,154,162,123,23,191,174
839,Stephana,Kestin,Virginia,Nova-itch,19,1,4,10,11,4,89,165,53,148,73,10
840,Robina,Harrold,Tennessee,Nova-itch,9,18,20,15,9,4,183,103,197,186,117,13
841,Lorianne,Maffione,Texas,Nova-itch,5,3,2,13,16,20,7,77,51,119,9,117
842,Milton,Bryning,Arizona,Nova-itch,19,8,0,14,1,9,145,113,171,181,67,143
843,Sheffie,Persey,California,Nova-itch,13,6,16,17,1,5,173,9,105,7,192,119
844,Sibley,Attree,Missouri,Nova-itch,10,8,1,20,4,1,148,87,185,125,65,156
845,Farrel,Ault,Kansas,Nova-itch,4,16,3,10,1,19,108,138,97,59,82,75
846,Alexandra,Gantzer,Oklahoma,Nova-itch,17,19,18,9,3,4,182,59,59,150,199,83
847,Darb,Dyde,Florida,Nova-itch,11,17,2,11,16,2,154,87,193,5,194,6
848,Becky,Gendrich,Florida,Nova-itch,20,13,8,20,9,15,28,123,89,164,62,171
